Aesthetic,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Mean_Luminance,Mean_Saturation,Contrast,Color1_R,Color1_G,Color1_B,Color1_Hue,Color2_R,Color2_G,Color2_B,Color2_Hue,Color3_R,Color3_G,Color3_B,Color3_Hue,Color4_R,Color4_G,Color4_B,Color4_Hue,Color5_R,Color5_G,Color5_B,Color5_Hue
Bohemian,179.0,151.2,125.6,38.94098098404815,45.048418396210096,44.942630096602045,155.26196,0.31615180940120313,109.59679999999999,148,111,67,224,192,151,217,202,179,183,164,154,123,87,77,32.59259259259259,33.6986301369863,36.315789473684205,20.68965517241383,13.04347826086957
Bohemian,192.8,150.4,129.0,34.32433539050683,33.93287491504367,27.018512172212592,157.86916,0.3353482344959476,101.62420000000002,209,162,143,178,133,127,244,203,161,193,154,134,140,100,80,17.272727272727263,7.058823529411773,30.361445783132524,20.33898305084745,19.999999999999996
Bohemian,175.6,138.2,123.8,48.967744485528435,52.66649789002492,42.17771923658272,145.11156,0.31038556240896675,138.2146,216,180,160,178,124,125,241,216,178,132,98,93,111,73,63,21.428571428571445,358.88888888888886,36.1904761904762,7.692307692307705,12.499999999999988
Bohemian,176.2,149.8,130.2,48.519686726111495,49.67655382572346,39.7763748976701,153.99752,0.26449001093118074,143.42200000000003,106,81,74,155,119,109,214,173,140,245,228,195,161,148,133,13.12499999999998,13.043478260869575,26.756756756756758,39.60000000000001,32.14285714285716
Bohemian,172.8,143.8,132.0,40.395049201603904,43.60458691468135,42.10938137755054,149.11344,0.24768150998083466,112.2976,183,164,149,216,203,190,212,165,154,140,100,80,113,87,87,26.47058823529413,29.999999999999968,11.379310344827601,19.999999999999996,0.0
Bohemian,160.4,135.0,117.0,41.57210603277154,39.232639472765534,33.988233257996804,139.10044,0.2654945717607561,118.84479999999998,191,148,116,214,200,178,163,121,103,140,126,114,94,80,74,25.60000000000001,36.666666666666664,17.999999999999996,27.69230769230769,17.999999999999975
Bohemian,186.4,162.8,146.2,38.6191662261111,45.0794853564235,43.960891710701226,166.61883999999998,0.23116946245123143,125.32680000000002,216,190,161,159,133,123,128,95,80,194,171,154,235,225,213,31.636363636363644,16.666666666666682,18.750000000000007,25.499999999999993,32.72727272727273
Bohemian,196.4,174.8,152.4,35.758076010881794,39.5797928241167,43.31558610939023,177.77488,0.23740201090189936,119.02639999999998,200,169,130,133,109,88,194,171,151,213,195,176,242,230,217,33.42857142857143,27.999999999999986,27.906976744186036,30.81081081081079,31.200000000000028
Bohemian,194.4,167.8,145.4,30.322269044383866,32.61533381708671,26.68032983304367,171.83787999999998,0.25335855328632867,81.47579999999999,178,137,115,213,195,176,159,133,122,178,158,136,244,216,178,20.952380952380953,30.81081081081079,17.837837837837842,31.42857142857144,34.54545454545454
Bohemian,164.6,132.2,119.2,49.60080644505692,47.83053418058385,45.831866643199255,138.14964,0.29189219147650247,123.85279999999999,115,85,72,212,165,154,229,206,189,161,124,107,106,81,74,18.139534883720923,11.379310344827601,25.499999999999993,18.888888888888886,13.12499999999998
Bohemian,186.0,157.8,133.0,44.43422104639621,49.2560656163279,42.506470095739544,162.00475999999998,0.2986126949219463,138.7922,209,183,161,161,124,107,115,85,72,200,169,130,245,228,195,27.500000000000007,18.888888888888886,18.139534883720923,33.42857142857143,39.60000000000001
Bohemian,176.6,140.2,124.4,41.26305853908554,44.80357128622673,39.22040285361689,146.79788000000002,0.309636907820687,125.87640000000002,178,133,127,111,73,63,214,173,140,225,203,183,155,119,109,7.058823529411773,12.499999999999988,26.756756756756758,28.571428571428555,13.043478260869575
Bohemian,180.6,153.2,132.0,43.02371439101928,50.2370381292528,53.82564444574723,157.4946,0.3001037147648928,151.54739999999998,166,143,121,242,230,217,194,171,154,191,148,116,110,74,52,29.333333333333336,31.200000000000028,25.499999999999993,25.60000000000001,22.758620689655178
Bohemian,174.8,136.6,126.2,27.592752671670873,22.913751329714653,19.73220717507294,143.97044,0.27753417625048293,69.33060000000002,212,165,154,178,133,127,193,154,134,159,133,123,132,98,93,11.379310344827601,7.058823529411773,20.33898305084745,16.666666666666682,7.692307692307705
Bohemian,188.6,159.8,134.2,39.76229369641545,44.63810031800188,38.36873727398388,164.07455999999996,0.2991046870555221,117.6386,200,169,130,213,195,176,161,124,107,128,95,80,241,216,178,33.42857142857143,30.81081081081079,18.888888888888886,18.750000000000007,36.1904761904762
Bohemian,169.4,142.0,127.6,36.29104572756206,37.14296703280447,32.14716161654089,146.78556,0.2520073247690387,98.8002,155,119,109,183,164,149,194,184,163,209,162,143,106,81,74,13.043478260869575,26.47058823529413,40.6451612903226,17.272727272727263,13.12499999999998
Bohemian,180.0,152.6,133.2,49.654808427784715,51.3988326715695,46.739276845068964,157.02456,0.2653395160489468,135.0786,242,230,217,200,169,130,112,93,86,214,173,140,132,98,93,31.200000000000028,33.42857142857143,16.153846153846136,26.756756756756758,7.692307692307705
Bohemian,175.6,149.6,128.8,42.56101502549017,43.26476626540354,35.34628693370776,153.62583999999998,0.27396861423163055,128.76979999999998,159,133,122,194,171,151,166,143,121,244,216,178,115,85,72,17.837837837837842,27.906976744186036,29.333333333333336,34.54545454545454,18.139534883720923
Bohemian,189.6,161.8,144.4,42.495176196834386,47.19491498032389,48.51638898351772,166.454,0.26590935416165407,129.5972,212,165,154,110,74,52,183,164,149,229,206,189,214,200,178,11.379310344827601,22.758620689655178,26.47058823529413,25.499999999999993,36.666666666666664
Bohemian,174.0,143.4,121.0,46.857229965075824,51.62402541452962,41.899880668087825,148.28828,0.3154763611711061,138.7922,132,98,93,178,137,115,245,228,195,200,169,130,115,85,72,7.692307692307705,20.952380952380953,39.60000000000001,33.42857142857143,18.139534883720923
Bohemian,182.0,157.6,140.4,40.59063931499478,38.58808106138474,35.256772399072496,161.5456,0.23069659433848488,113.1284,166,143,121,112,93,86,194,184,163,209,162,143,229,206,189,29.333333333333336,16.153846153846136,40.6451612903226,17.272727272727263,25.499999999999993
Bohemian,174.4,136.8,120.4,38.86695254325968,40.03198721022977,35.30212458195682,143.60967999999997,0.32227074910809794,113.077,216,190,161,155,119,109,111,73,63,212,165,154,178,137,115,31.636363636363644,13.043478260869575,12.499999999999988,11.379310344827601,20.952380952380953
Bohemian,174.4,143.6,133.4,36.87058448139926,45.06262309275837,43.51367601111172,149.41163999999998,0.24941920111175878,126.7452,161,124,107,178,133,127,242,230,217,159,133,123,132,98,93,18.888888888888886,7.058823529411773,31.200000000000028,16.666666666666682,7.692307692307705
Bohemian,172.4,147.0,126.8,34.21461675950791,38.74532229831106,39.690804980498946,150.94160000000002,0.28709279413106364,106.874,183,164,149,194,171,151,209,183,161,166,143,121,110,74,52,26.47058823529413,27.906976744186036,27.500000000000007,29.333333333333336,22.758620689655178
Bohemian,175.2,142.0,125.8,53.22931523136476,50.111874840201295,45.97564572684107,147.88868,0.29397032463956047,123.85279999999999,106,81,74,214,173,140,229,206,189,212,165,154,115,85,72,13.12499999999998,26.756756756756758,25.499999999999993,11.379310344827601,18.139534883720923
Bohemian,180.8,155.8,135.8,44.59327303529087,45.59561382413883,36.50972473191218,159.671,0.24968298627508134,122.03739999999999,214,200,178,241,216,178,178,137,115,159,133,122,112,93,86,36.666666666666664,36.1904761904762,20.952380952380953,17.837837837837842,16.153846153846136
Bohemian,182.0,140.4,123.4,37.44329045369811,36.019994447528724,31.702365842315302,148.01676,0.3316647331419209,93.84120000000001,178,133,127,212,165,154,200,169,130,209,162,143,111,73,63,7.058823529411773,11.379310344827601,33.42857142857143,17.272727272727263,12.499999999999988
Bohemian,188.0,162.0,142.8,47.6613050597652,47.19745755864398,40.016996389034496,166.14136,0.24377928864457982,122.67519999999999,244,216,178,194,171,154,161,124,107,112,93,86,229,206,189,34.54545454545454,25.499999999999993,18.888888888888886,16.153846153846136,25.499999999999993
Bohemian,185.8,156.8,135.8,49.30476650385843,51.36691542228325,41.700839320090424,161.4492,0.27564041658959554,143.42200000000003,209,183,161,214,173,140,245,228,195,155,119,109,106,81,74,27.500000000000007,26.756756756756758,39.60000000000001,13.043478260869575,13.12499999999998
Bohemian,164.8,132.8,118.2,44.40450427603038,44.26014008111588,33.01757107965394,138.54908,0.2821857543239608,122.03739999999999,112,93,86,178,133,127,132,98,93,241,216,178,161,124,107,16.153846153846136,7.058823529411773,7.692307692307705,36.1904761904762,18.888888888888886
Bohemian,181.8,150.4,127.6,37.74864235969289,35.942175782776424,31.474434069574627,155.42947999999998,0.3046423832235331,102.99439999999998,216,190,161,166,143,121,115,85,72,212,165,154,200,169,130,31.636363636363644,29.333333333333336,18.139534883720923,11.379310344827601,33.42857142857143
Bohemian,171.2,137.4,118.2,35.13061343045407,36.23037399751761,30.40657823563842,143.19964,0.3173026592554531,98.97720000000001,214,173,140,178,137,115,159,133,122,111,73,63,194,171,151,26.756756756756758,20.952380952380953,17.837837837837842,12.499999999999988,27.906976744186036
Bohemian,177.8,149.0,132.6,37.64784190362045,36.138621999185304,32.11603960640228,153.9388,0.25573889245180365,100.92099999999999,194,171,151,213,195,176,209,162,143,112,93,86,161,124,107,27.906976744186036,30.81081081081079,17.272727272727263,16.153846153846136,18.888888888888886
Bohemian,185.0,153.2,139.8,43.94542069431126,50.66517541665083,53.1390628445779,158.99319999999997,0.27529452434328633,151.54739999999998,110,74,52,183,164,149,212,165,154,178,133,127,242,230,217,22.758620689655178,26.47058823529413,11.379310344827601,7.058823529411773,31.200000000000028
Bohemian,169.2,144.2,125.2,34.51028832102102,39.55451933723882,34.11978897941779,148.14319999999998,0.27123900368773296,102.99439999999998,155,119,109,216,190,161,166,143,121,194,184,163,115,85,72,13.043478260869575,31.636363636363644,29.333333333333336,40.6451612903226,18.139534883720923
Bohemian,184.4,155.2,135.2,47.894049734805265,48.13481068831579,39.625244478741074,159.96392,0.27119368502117824,143.42200000000003,245,228,195,212,165,154,200,169,130,159,133,123,106,81,74,39.60000000000001,11.379310344827601,33.42857142857143,16.666666666666682,13.12499999999998
Bohemian,185.8,149.6,126.6,39.37715073491224,41.0687228922449,29.897157055479372,155.63551999999999,0.3202154104468672,114.34179999999999,132,98,93,214,173,140,178,137,115,161,124,107,244,216,178,7.692307692307705,26.756756756756758,20.952380952380953,18.888888888888886,34.54545454545454
Bohemian,168.8,141.0,128.6,49.63627705620155,54.21807816586641,49.414977486588015,146.015,0.2587977863312528,129.3056,214,200,178,229,206,189,112,93,86,178,133,127,111,73,63,36.666666666666664,25.499999999999993,16.153846153846136,7.058823529411773,12.499999999999988
Bohemian,165.8,136.4,119.8,46.559209615284495,44.72404275107518,38.654365859498974,141.45192,0.2864022577943414,107.62419999999999,183,164,149,216,190,161,209,162,143,115,85,72,106,81,74,26.47058823529413,31.636363636363644,17.272727272727263,18.139534883720923,13.12499999999998
Bohemian,183.0,149.4,128.4,20.09975124224178,14.77294825009551,13.661625086350451,155.02715999999998,0.2962612459590322,36.46460000000002,200,169,130,166,143,121,212,165,154,178,137,115,159,133,122,33.42857142857143,29.333333333333336,11.379310344827601,20.952380952380953,17.837837837837842
Bohemian,182.8,157.8,141.0,46.07559006675878,55.31509739664209,56.64980141183197,161.90204,0.2645422221337914,151.54739999999998,242,230,217,155,119,109,110,74,52,213,195,176,194,171,151,31.200000000000028,13.043478260869575,22.758620689655178,30.81081081081079,27.906976744186036
Bohemian,178.6,147.8,130.0,38.3437087408091,34.09046787593271,29.086079144497972,153.06292,0.2693439392935326,88.07580000000002,112,93,86,194,184,163,161,124,107,212,165,154,214,173,140,16.153846153846136,40.6451612903226,18.888888888888886,11.379310344827601,26.756756756756758
Bohemian,178.4,146.4,127.0,38.77937596197236,41.67301285004481,36.81847362398393,151.80252000000002,0.2996691841288118,117.09819999999999,200,169,130,209,162,143,213,195,176,111,73,63,159,133,123,33.42857142857143,17.272727272727263,30.81081081081079,12.499999999999988,16.666666666666682
Bohemian,186.6,153.4,138.0,38.82061308119695,43.11194730002346,34.46737587922817,159.34643999999997,0.2661444550099932,124.36420000000003,245,228,195,132,98,93,178,133,127,212,165,154,166,143,121,39.60000000000001,7.692307692307705,7.058823529411773,11.379310344827601,29.333333333333336
Bohemian,188.8,163.4,140.8,43.17128675404521,39.681733833087485,30.195363882556542,167.16832,0.24935797446216457,122.03739999999999,183,164,149,214,173,140,112,93,86,241,216,178,194,171,151,26.47058823529413,26.756756756756758,16.153846153846136,36.1904761904762,27.906976744186036
Bohemian,165.6,133.8,112.2,45.230962846262734,48.05580089853877,44.745502567297194,139.00116,0.3478826112841231,113.36859999999999,110,74,52,209,183,161,216,190,161,178,137,115,115,85,72,22.758620689655178,27.500000000000007,31.636363636363644,20.952380952380953,18.139534883720923
Bohemian,185.6,161.8,147.6,50.305466899731684,49.19918698515251,45.8501908392975,165.83463999999998,0.21439840869768356,126.05620000000002,196,166,157,241,217,198,146,123,107,111,91,83,234,212,193,13.846153846153836,26.511627906976738,24.615384615384624,17.142857142857142,27.80487804878052
Bohemian,186.6,163.8,144.0,40.326666115611395,42.020947157340466,38.51233568611491,167.21772,0.23778625549683174,116.42759999999997,188,166,144,216,194,174,128,104,88,242,222,196,159,133,118,30.0,28.571428571428555,24.0,33.913043478260875,21.951219512195127
Bohemian,186.0,160.0,142.0,45.677127755584635,46.97658991455212,45.74275898981171,164.22799999999998,0.2516643986498016,140.50779999999997,168,140,122,209,182,162,109,85,72,199,166,143,245,227,211,23.478260869565226,25.53191489361704,21.081081081081077,24.64285714285715,28.235294117647037
Neon,155.0,124.4,147.2,94.97157469474749,108.88819954430323,120.65388514258461,132.55172,0.9619469026548673,136.7522,255,0,255,0,255,255,255,69,0,138,43,226,127,255,0,300.0,180.0,16.235294117647054,271.1475409836065,90.11764705882354
Neon,170.4,147.8,120.4,103.96460936299428,82.68833049469556,96.9053146117384,150.62648,0.8627450980392156,128.8506,57,255,20,255,20,147,30,144,255,255,215,0,255,105,180,110.55319148936171,327.5744680851064,209.6,50.588235294117645,330.0
Neon,131.6,109.0,132.8,114.33389698597699,101.88424804649637,92.23535114043855,115.52311999999999,0.9443137254901961,135.67699999999996,0,255,0,255,0,127,148,0,211,255,99,71,0,191,255,120.0,330.11764705882354,282.085308056872,9.13043478260869,195.05882352941174
Neon,154.4,152.0,76.0,95.15587212568649,108.22014599879266,95.82484020336271,147.02303999999998,0.9619469026548673,153.768,255,0,0,124,252,0,0,250,154,138,43,226,255,215,0,0.0,90.47619047619048,156.96,271.1475409836065,50.588235294117645
Neon,187.6,119.8,140.8,99.03050035216422,112.65061029572809,104.63727825206465,135.73048,0.9474509803921569,149.9252,0,255,255,255,20,147,173,255,47,255,69,0,255,0,255,180.0,327.5744680851064,83.65384615384615,16.235294117647054,300.0
Neon,147.6,133.8,139.2,96.35891240565141,78.10096030139451,97.53235360638028,137.12376,0.8453371592539455,161.28199999999998,50,205,50,255,105,180,30,144,255,255,215,0,148,0,211,120.0,330.0,209.6,50.588235294117645,282.085308056872
Neon,180.6,70.6,190.8,101.03187615797303,68.71564596218244,71.76740207085666,102.66444000000001,0.8905743536352594,82.3902,255,99,71,138,43,226,0,191,255,255,20,147,255,0,255,9.13043478260869,271.1475409836065,195.05882352941174,327.5744680851064,300.0
Neon,143.0,157.8,77.0,102.91549931861576,103.92959155120356,88.30854998243375,148.81976,0.9843137254901961,161.28199999999998,57,255,20,0,250,154,255,69,0,148,0,211,255,215,0,110.55319148936171,156.96,16.235294117647054,282.085308056872,50.588235294117645
Neon,154.4,114.0,151.0,95.15587212568649,114.71529976424243,89.25693250386773,125.26043999999997,0.9462606281450633,143.2104,255,20,147,124,252,0,0,255,255,138,43,226,255,0,127,327.5744680851064,90.47619047619048,180.0,271.1475409836065,330.11764705882354
Neon,187.6,166.0,96.4,99.03050035216422,99.51884243699783,103.12051202355427,165.56704,0.8807843137254903,149.9252,0,255,0,255,0,255,173,255,47,255,105,180,255,215,0,120.0,300.0,83.65384615384615,330.0,50.588235294117645
Neon,141.6,125.6,117.4,104.11647324030909,92.45020281210853,98.1562020455152,128.40956,0.895533237685318,154.08799999999997,50,205,50,148,0,211,255,69,0,0,255,255,255,99,71,120.0,282.085308056872,16.235294117647054,180.0,9.13043478260869
Neon,170.4,83.8,160.8,103.96460936299428,101.04335703053417,88.20975002798727,107.77056,0.9450980392156861,132.55579999999998,255,20,147,30,144,255,255,0,127,57,255,20,255,0,255,327.5744680851064,209.6,330.11764705882354,110.55319148936171,300.0
Neon,129.6,143.2,141.2,114.11678228902181,90.99978021951482,95.04819829959956,140.16424,0.9062606281450634,124.37739999999998,0,250,154,138,43,226,255,69,0,255,99,71,0,255,255,156.96,271.1475409836065,16.235294117647054,9.13043478260869,180.0
Neon,208.0,94.0,118.6,57.94480131987683,115.81882403132921,105.20950527400079,120.01251999999997,1.0,162.67719999999997,127,255,0,255,0,255,255,215,0,148,0,211,255,0,127,90.11764705882354,300.0,50.588235294117645,282.085308056872,330.11764705882354
Neon,129.6,121.6,139.8,114.1167822890218,89.02044708941874,94.90079030229411,124.61483999999999,0.8905743536352594,105.96639999999998,255,20,147,0,255,0,0,191,255,255,99,71,138,43,226,327.5744680851064,120.0,195.05882352941174,9.13043478260869,271.1475409836065
Neon,170.4,114.6,142.0,103.96460936299428,84.71269090283936,111.3822247937255,128.44135999999997,0.8784313725490195,123.31419999999997,57,255,20,30,144,255,255,0,255,255,69,0,255,105,180,110.55319148936171,209.6,300.0,16.235294117647054,330.0
Neon,166.2,145.0,128.0,93.56366816238021,119.2895636675732,95.87909052551552,148.27972,0.9631372549019608,175.85019999999997,173,255,47,255,0,127,148,0,211,0,255,255,255,215,0,83.65384615384615,330.11764705882354,282.085308056872,180.0,50.588235294117645
Neon,190.6,90.4,156.4,83.63874700161402,69.04954742791585,82.14280248445387,116.46772000000001,0.7751271991637148,88.232,255,99,71,50,205,50,255,0,255,138,43,226,255,105,180,9.13043478260869,120.0,300.0,271.1475409836065,330.0
Neon,127.4,187.2,80.4,114.03964223023502,87.10545333100565,104.22398956094513,166.77555999999998,0.9843137254901961,130.24579999999997,0,255,0,255,20,147,255,215,0,0,191,255,127,255,0,120.0,327.5744680851064,50.588235294117645,195.05882352941174,90.11764705882354
Neon,135.6,101.2,152.4,107.75639192177881,87.90767884547971,89.2381084514906,112.21008000000002,0.9384174908901614,126.53639999999997,255,69,0,138,43,226,255,0,127,30,144,255,0,250,154,16.235294117647054,271.1475409836065,330.11764705882354,209.6,156.96
Neon,177.6,121.8,120.8,74.0583553692627,114.60785313406755,94.05615344037837,133.59088,0.891764705882353,175.85019999999997,255,0,255,57,255,20,148,0,211,255,99,71,173,255,47,300.0,110.55319148936171,282.085308056872,9.13043478260869,83.65384615384615
Neon,178.4,119.8,105.8,102.05018373329858,112.65061029572809,96.74171799177437,131.24756,0.9843137254901961,145.99379999999996,127,255,0,255,0,127,0,255,255,255,69,0,255,20,147,90.11764705882354,330.11764705882354,180.0,16.235294117647054,327.5744680851064
Neon,137.6,120.6,143.4,107.87511297792462,82.29848115244899,93.98850993605548,125.86035999999999,0.8384313725490197,135.67699999999996,0,255,0,30,144,255,255,99,71,148,0,211,255,105,180,120.0,209.6,9.13043478260869,282.085308056872,330.0
Neon,164.2,113.6,165.8,94.03701398917343,114.23589628483685,72.36960688023667,128.1264,0.9093978830470242,149.9252,255,20,147,173,255,47,255,0,255,138,43,226,0,250,154,327.5744680851064,83.65384615384615,300.0,271.1475409836065,156.96
Neon,143.0,123.0,158.6,102.91549931861576,114.39405578962571,80.87669627278305,129.82232,0.9019607843137255,154.08799999999997,57,255,20,0,255,255,148,0,211,255,105,180,255,0,127,110.55319148936171,180.0,282.085308056872,330.0,330.11764705882354
Neon,163.0,155.8,75.2,113.78049041905207,59.87453548880359,94.11779852928987,151.51139999999998,0.895533237685318,104.41919999999999,255,69,0,255,99,71,255,215,0,50,205,50,0,191,255,16.235294117647054,9.13043478260869,50.588235294117645,120.0,195.05882352941174
Neon,155.0,114.6,176.6,94.97157469474749,115.44106721613413,96.74419879248573,127.66543999999999,0.9462606281450634,136.7522,138,43,226,0,255,255,255,0,255,127,255,0,255,20,147,271.1475409836065,180.0,300.0,90.11764705882354,327.5744680851064
Neon,121.2,150.8,169.4,94.13904609671802,95.48067867375055,69.84153492013186,145.84995999999998,0.8572549019607842,175.85019999999997,0,250,154,255,105,180,30,144,255,173,255,47,148,0,211,156.96,330.0,209.6,83.65384615384615,282.085308056872
Neon,164.4,135.6,94.6,112.41636891485155,102.64034294564686,91.48682965323479,138.76268,0.9286274509803922,137.40459999999996,255,69,0,255,99,71,0,255,255,255,0,127,57,255,20,16.235294117647054,9.13043478260869,180.0,330.11764705882354,110.55319148936171
Neon,191.6,106.0,132.0,53.775831002412225,121.8769871632869,96.17068160307485,126.07575999999997,0.9474509803921567,175.85019999999997,255,0,255,173,255,47,127,255,0,255,20,147,148,0,211,300.0,83.65384615384615,90.11764705882354,327.5744680851064,282.085308056872
Neon,118.0,154.4,126.2,112.98672488394378,68.04586688403639,107.66503610736403,144.62532000000002,0.8720038259206122,97.22519999999997,255,99,71,0,255,255,30,144,255,50,205,50,255,69,0,9.13043478260869,180.0,209.6,120.0,16.235294117647054
Neon,129.6,100.8,207.4,114.11678228902181,100.42589307544145,47.7015723011307,114.6194,0.9462606281450633,117.29479999999998,138,43,226,255,20,147,255,0,255,0,191,255,0,250,154,271.1475409836065,327.5744680851064,300.0,195.05882352941174,156.96
Neon,168.4,166.0,82.2,76.86247458935992,99.51884243699783,93.3132359314583,160.45987999999997,0.9019607843137255,162.67719999999997,255,105,180,57,255,20,255,215,0,148,0,211,127,255,0,330.0,110.55319148936171,50.588235294117645,282.085308056872,90.11764705882354
Neon,135.6,102.2,198.2,107.75639192177883,89.6066961783549,99.73444740910735,116.23204000000001,0.9384174908901614,128.16299999999998,0,255,255,255,69,0,255,0,255,138,43,226,30,144,255,180.0,16.235294117647054,300.0,271.1475409836065,209.6
Neon,166.2,124.8,126.0,93.56366816238021,109.40822638174883,59.52478475391574,133.68828,0.891764705882353,175.85019999999997,255,99,71,173,255,47,0,250,154,255,20,147,148,0,211,9.13043478260869,83.65384615384615,156.96,327.5744680851064,282.085308056872
Neon,137.4,173.2,86.4,104.19712088152916,89.179369811633,96.2592333233545,159.32196,0.9512195121951219,145.99379999999996,127,255,0,255,0,127,50,205,50,255,215,0,0,191,255,90.11764705882354,330.11764705882354,120.0,50.588235294117645,195.05882352941174
Neon,164.4,140.8,120.4,112.41636891485155,97.0698717419571,96.9053146117384,144.34448,0.8862745098039216,121.65659999999998,255,20,147,0,255,255,255,69,0,255,105,180,57,255,20,327.5744680851064,180.0,16.235294117647054,330.0,110.55319148936171
Neon,139.6,88.4,189.4,71.49993006989587,98.5263416554172,96.21351256450416,106.57731999999999,0.9384174908901614,162.67719999999997,138,43,226,255,0,255,148,0,211,127,255,0,30,144,255,271.1475409836065,300.0,282.085308056872,90.11764705882354,209.6
Neon,187.6,134.6,79.8,99.03050035216422,101.49009803916834,55.23549583374807,141.91124,0.9074509803921569,159.16679999999997,255,0,127,173,255,47,0,250,154,255,99,71,255,69,0,330.11764705882354,83.65384615384615,156.96,9.13043478260869,16.235294117647054
Neon,204.0,117.8,120.0,102.0,102.04587203802022,84.62151026778002,136.28496,0.928627450980392,144.59859999999998,255,99,71,0,255,255,255,20,147,255,0,127,255,215,0,9.13043478260869,180.0,327.5744680851064,330.11764705882354,50.588235294117645
Neon,143.6,100.6,148.4,65.5701151440197,107.97888682515669,102.96523685205605,113.19296,0.9131664148499892,162.67719999999997,148,0,211,50,205,50,138,43,226,255,0,255,127,255,0,282.085308056872,120.0,271.1475409836065,300.0,90.11764705882354
Neon,103.0,201.8,131.2,95.97708059740096,64.33474955263291,86.81336302666773,175.6978,0.8415686274509804,94.77139999999999,255,105,180,30,144,255,0,250,154,57,255,20,173,255,47,330.0,209.6,156.96,110.55319148936171,83.65384615384615
Neon,157.0,119.8,122.6,94.69741284744795,112.65061029572809,105.83118632992829,127.91087999999998,0.9843137254901961,162.67719999999997,255,69,0,127,255,0,0,255,255,148,0,211,255,20,147,16.235294117647054,90.11764705882354,180.0,282.085308056872,327.5744680851064
Neon,142.6,149.6,156.4,108.81654285998981,96.08454610393912,87.98999943175362,148.60276,0.8839215686274511,149.9252,255,0,255,173,255,47,255,99,71,30,144,255,0,250,154,300.0,83.65384615384615,9.13043478260869,209.6,156.96
Neon,159.2,80.6,199.8,94.10079702106673,95.30708263292924,43.70537724353835,105.91659999999999,0.8795939614783966,154.08799999999997,0,255,255,255,105,180,148,0,211,255,0,127,138,43,226,180.0,330.0,282.085308056872,330.11764705882354,271.1475409836065
Neon,148.8,190.0,43.4,90.79735678972158,87.40709353364863,54.93851108284606,170.65636,0.9198469631755142,130.24579999999997,50,205,50,255,215,0,57,255,20,255,20,147,127,255,0,120.0,50.588235294117645,110.55319148936171,327.5744680851064,90.11764705882354
Neon,136.6,153.0,142.2,115.48263938791838,101.70742352453925,104.75762502080696,148.7336,0.9631372549019608,149.9252,173,255,47,0,250,154,255,69,0,255,0,255,0,191,255,83.65384615384615,156.96,16.235294117647054,300.0,195.05882352941174
Neon,165.2,78.2,188.6,84.19358645407618,50.66517541665083,63.581758390280456,104.66708000000001,0.8003782752038869,95.60600000000001,255,99,71,138,43,226,255,105,180,148,0,211,30,144,255,9.13043478260869,271.1475409836065,330.0,282.085308056872,209.6
Neon,159.0,136.6,76.4,117.957619508025,93.21931130404258,101.9501839135173,137.01579999999998,0.9764705882352942,144.59859999999998,255,0,127,0,255,0,255,215,0,30,144,255,255,69,0,330.11764705882354,120.0,50.588235294117645,209.6,16.235294117647054
Neon,143.0,125.8,140.8,102.91549931861576,110.56473217079667,86.57112682644255,130.53972,0.9129411764705881,154.08799999999997,148,0,211,255,20,147,57,255,20,0,255,255,255,99,71,282.085308056872,327.5744680851064,110.55319148936171,180.0,9.13043478260869
Dark Academia,107.6,99.8,92.4,43.58715407089571,37.091238857714096,31.0135454277643,100.924,0.11607189911537738,111.17819999999998,44,44,44,78,78,80,110,103,95,138,121,104,168,153,139,0.0,240.0,31.999999999999993,30.0,28.965517241379317
Dark Academia,122.2,117.6,120.4,53.82341497898475,50.16213711555759,47.78535340457367,118.78011999999998,0.08403276928463065,142.404,58,58,58,82,74,78,108,117,125,154,140,152,209,199,189,0.0,330.0,208.23529411764707,308.57142857142856,30.0
Dark Academia,124.4,118.4,113.4,71.53348866090623,67.73064299118974,62.573476809268,119.31459999999997,0.1091982750171518,192.337,30,30,36,71,71,71,114,106,97,179,163,148,228,222,215,240.0,0.0,31.764705882352963,29.032258064516103,32.3076923076923
Dark Academia,123.2,118.2,105.8,60.92749789709077,59.337677743572,60.19767437368324,118.36771999999999,0.1569860142093164,166.6338,43,43,40,79,75,58,113,105,83,168,159,145,213,209,203,60.0,48.57142857142857,44.0,36.5217391304348,35.999999999999964
Dark Academia,138.8,132.2,129.2,68.62186240550456,67.8156324161325,66.19486384909331,133.38656,0.0804553633593531,189.4934,41,39,36,90,83,83,139,127,127,191,184,177,233,228,223,36.000000000000014,0.0,0.0,30.0,30.00000000000009
Dark Academia,126.8,125.4,118.0,77.90866447321504,76.17506153591214,72.80384605225194,125.16336000000001,0.06956527068807636,206.62980000000005,28,28,26,59,59,55,123,123,116,185,183,167,239,234,226,60.0,60.0,60.0,53.33333333333336,36.92307692307689
Dark Academia,111.2,111.2,111.2,72.29495141432768,72.29495141432768,72.29495141432768,111.2,0.0,193.0,25,25,25,51,51,51,93,93,93,169,169,169,218,218,218,0.0,0.0,0.0,0.0,0.0
Dark Academia,129.2,125.6,122.4,68.35320036399175,67.46436096191826,66.57206621399098,126.13432,0.06086723220696857,185.5656,43,42,39,78,76,75,113,106,103,181,177,172,231,227,223,44.99999999999994,19.999999999999908,18.000000000000036,33.33333333333323,29.999999999999893
